id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Whole_Blood,Wald ratio,1,0.067844254,0.016606653,4.40E-05,0.035295214,0.100393294,1.070198616,1.035925483,1.105605661,0.00013553,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,MUC1_Esophagus_Mucosa,Wald ratio,1,0.151316981,0.025353643,2.40E-09,0.10162384,0.201010121,1.163365364,1.106966997,1.222637146,1.62E-08,MUC1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,GATAD2A_Cells_Cultured_fibroblasts,Wald ratio,1,0.535074544,0.088273719,1.35E-09,0.362058054,0.708091033,1.707575527,1.436282322,2.030112141,9.39E-09,GATAD2A
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CASP8_Brain_Anterior_cingulate_cortex_BA24,Wald ratio,1,0.060125257,0.008188265,2.09E-13,0.044076258,0.076174256,1.061969557,1.045062047,1.079150606,3.35E-12,CASP8
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PARK7_Esophagus_Gastroesophageal_Junction,Wald ratio,1,-0.095959659,0.040139988,0.016819723,-0.174634036,-0.017285282,0.908500665,0.839764288,0.982863251,0.033718783,PARK7
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Prostate,Wald ratio,1,-0.064293632,0.015272817,2.56E-05,-0.094228353,-0.034358911,0.937729611,0.91007492,0.966224654,9.25E-05,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,SSBP4_Thyroid,Wald ratio,1,0.404933675,0.038980684,2.81E-25,0.328531534,0.481335816,1.499203062,1.388927038,1.618234622,1.59E-23,SSBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Brain_Caudate_basal_ganglia,Wald ratio,1,-0.055247868,0.014264818,0.000107497,-0.083206912,-0.027288824,0.946250573,0.920160735,0.973080152,0.000298602,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,GRHL1_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.162508887,0.031251709,1.99E-07,0.101255537,0.223762237,1.176458774,1.106559373,1.250773596,1.14E-06,GRHL1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Brain_Substantia_nigra,Wald ratio,1,0.033571878,0.00871169,0.000116366,0.016496966,0.05064679,1.034141773,1.016633792,1.051951268,0.000318042,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,0.244796702,0.025172835,2.37E-22,0.195457945,0.294135459,1.277361602,1.215867659,1.341965673,6.29E-21,STXBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,MUC1_Pancreas,Wald ratio,1,0.137319609,0.022947309,2.18E-09,0.092342884,0.182296334,1.147194743,1.096740812,1.199969732,1.49E-08,MUC1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Adipose_Subcutaneous,Wald ratio,1,-0.065499954,0.015690103,2.99E-05,-0.096252556,-0.034747352,0.93659909,0.908234607,0.965849405,0.000104847,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Nerve_Tibial,Wald ratio,1,0.034351551,0.008309225,3.56E-05,0.018065471,0.050637632,1.03494838,1.018229638,1.051941634,0.000115586,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Colon_Transverse,Wald ratio,1,-0.060285573,0.014715376,4.19E-05,-0.08912771,-0.031443436,0.941495629,0.914728746,0.969045768,0.000131891,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Brain_Spinal_cord_cervical_c-1,Wald ratio,1,-0.052421703,0.015233657,0.000579191,-0.082279672,-0.022563735,0.948928616,0.921014341,0.977688922,0.001451838,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,MAN2C1_Liver,Wald ratio,1,-0.040993366,0.008648889,2.14E-06,-0.05794519,-0.024041543,0.959835497,0.943701671,0.976245153,9.89E-06,MAN2C1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Heart_Atrial_Appendage,Wald ratio,1,0.034413511,0.008930088,0.000116366,0.016910538,0.051916484,1.035012507,1.01705433,1.053287773,0.000318042,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,P4HA2_Esophagus_Mucosa,Wald ratio,1,0.058287598,0.013161716,9.49E-06,0.032490635,0.084084561,1.060019812,1.033024219,1.087720869,3.86E-05,P4HA2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ELL_Adipose_Subcutaneous,Wald ratio,1,-0.448946344,0.040417607,1.15E-28,-0.528164854,-0.369727834,0.638300346,0.589686137,0.690922351,4.89E-26,ELL
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PCM1_Brain_Cerebellum,Wald ratio,1,0.029647352,0.006738035,1.08E-05,0.016440804,0.0428539,1.03009121,1.016576698,1.043785386,4.14E-05,PCM1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ZNF283_Whole_Blood,Wald ratio,1,-0.125771424,0.025388642,7.28E-07,-0.175533161,-0.076009687,0.881816386,0.839009574,0.926807229,3.84E-06,ZNF283
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CASP8_Artery_Tibial,Wald ratio,1,0.089563191,0.033990849,0.008415696,0.022941126,0.156185256,1.093696442,1.023206297,1.169042755,0.017928174,CASP8
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Esophagus_Gastroesophageal_Junction,Wald ratio,1,-0.07011652,0.02046319,0.00061148,-0.110224373,-0.030008667,0.932285184,0.895633157,0.970437123,0.001451838,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Stomach,Wald ratio,1,-0.048983712,0.007124904,6.20E-12,-0.062948523,-0.035018901,0.952196639,0.938991809,0.965587166,6.43E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,P4HA2_Colon_Sigmoid,Wald ratio,1,0.082754415,0.019288623,1.78E-05,0.044948714,0.120560117,1.086275003,1.045974215,1.128128558,6.71E-05,P4HA2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Esophagus_Muscularis,Wald ratio,1,-0.070353215,0.020532269,0.00061148,-0.110596462,-0.030109968,0.932064542,0.895299963,0.970338821,0.001451838,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Liver,Wald ratio,1,-0.067782967,0.01313295,2.45E-07,-0.093523549,-0.042042386,0.934463261,0.91071657,0.958829139,1.38E-06,STXBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PCM1_Esophagus_Muscularis,Wald ratio,1,-0.124992366,0.035828431,0.000485491,-0.19521609,-0.054768642,0.88250364,0.822656871,0.94670415,0.001250507,PCM1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CDK5RAP3_Brain_Substantia_nigra,Wald ratio,1,0.052492502,0.016053532,0.001076078,0.021027579,0.083957425,1.05389466,1.021250216,1.087582589,0.002394415,CDK5RAP3
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Artery_Coronary,Wald ratio,1,0.042658084,0.010345224,3.73E-05,0.022381445,0.062934723,1.043581017,1.022633789,1.06495732,0.000117935,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Muscle_Skeletal,Wald ratio,1,-0.094246316,0.022576114,2.99E-05,-0.138495499,-0.049997133,0.910058573,0.87066717,0.951232151,0.000104847,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Muscle_Skeletal,Wald ratio,1,-0.063725239,0.00934125,8.98E-12,-0.082034089,-0.045416389,0.938262762,0.921240554,0.955599497,8.68E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PARK7_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,-0.1131297,0.047322227,0.016819723,-0.205881266,-0.020378134,0.893034826,0.813929712,0.979828097,0.033718783,PARK7
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Brain_Anterior_cingulate_cortex_BA24,Wald ratio,1,-0.056345625,0.016373942,0.000579191,-0.088438552,-0.024252698,0.94521239,0.915359356,0.976039035,0.001451838,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,NSUN4_Adrenal_Gland,Wald ratio,1,-0.092722077,0.020672463,7.28E-06,-0.133240105,-0.052204049,0.911446777,0.875254914,0.949135177,3.00E-05,NSUN4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Thyroid,Wald ratio,1,0.20165868,0.020613998,1.34E-22,0.161255243,0.242062117,1.223430356,1.174984837,1.273873319,4.68E-21,STXBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Cells_Cultured_fibroblasts,Wald ratio,1,-0.051522911,0.015036729,0.00061148,-0.080994901,-0.022050921,0.949781889,0.922198394,0.978190423,0.001451838,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Esophagus_Mucosa,Wald ratio,1,-0.100721477,0.029395109,0.00061148,-0.158335891,-0.043107063,0.904184834,0.85356303,0.957808839,0.001451838,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Heart_Atrial_Appendage,Wald ratio,1,0.193973803,0.019946636,2.37E-22,0.154878398,0.233069209,1.214064478,1.16751598,1.262468851,6.29E-21,STXBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,MUC1_Esophagus_Gastroesophageal_Junction,Wald ratio,1,0.092934114,0.026036016,0.000357739,0.041903522,0.143964707,1.097389431,1.042793867,1.15484335,0.000944342,MUC1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PARK7_Muscle_Skeletal,Wald ratio,1,-0.051204809,0.021279921,0.016117231,-0.092913454,-0.009496165,0.950084065,0.911272364,0.990548782,0.033251569,PARK7
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Heart_Left_Ventricle,Wald ratio,1,-0.102269008,0.030907967,0.000936889,-0.162848624,-0.041689393,0.902786662,0.849719806,0.959167658,0.002152312,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Esophagus_Muscularis,Wald ratio,1,0.17365021,0.020446868,2.02E-17,0.13357435,0.213726071,1.18963937,1.142906238,1.238283407,4.18E-16,STXBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CDK5RAP3_Nerve_Tibial,Wald ratio,1,0.055592587,0.017001617,0.001076078,0.022269419,0.088915756,1.057166893,1.022519233,1.092988574,0.002394415,CDK5RAP3
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PNPO_Thyroid,Wald ratio,1,0.071669909,0.030306133,0.018036651,0.012269888,0.131069929,1.074300668,1.012345472,1.140047501,0.035988623,PNPO
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,NSUN4_Whole_Blood,Wald ratio,1,0.037579275,0.008781411,1.87E-05,0.020367709,0.054790841,1.038294304,1.020576546,1.056319653,6.99E-05,NSUN4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PNPO_Artery_Tibial,Wald ratio,1,0.090856447,0.034445576,0.008347503,0.023343118,0.158369776,1.095111787,1.023617701,1.171599344,0.017827581,PNPO
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,EFEMP2_Esophagus_Muscularis,Wald ratio,1,0.273469273,0.043474602,3.17E-10,0.188259053,0.358679494,1.314516968,1.207146189,1.431437944,2.30E-09,EFEMP2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,NSUN4_Esophagus_Mucosa,Wald ratio,1,-0.118350495,0.026214442,6.34E-06,-0.169730801,-0.066970189,0.888384624,0.843891961,0.935223081,2.64E-05,NSUN4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,SETD9_Liver,Wald ratio,1,-0.085571855,0.011430749,7.09E-14,-0.107976122,-0.063167587,0.917987179,0.89764903,0.938786132,1.16E-12,SETD9
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Esophagus_Mucosa,Wald ratio,1,-0.046128196,0.006669137,4.62E-12,-0.059199704,-0.033056688,0.954919538,0.942518526,0.967483714,5.10E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Brain_Cerebellar_Hemisphere,Wald ratio,1,0.038809432,0.00927305,2.85E-05,0.020634254,0.05698461,1.039572355,1.020848612,1.058639518,0.000101762,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CFL1_Whole_Blood,Wald ratio,1,-0.483418191,0.091877726,1.43E-07,-0.663498534,-0.303337847,0.616671883,0.515046272,0.738349605,8.49E-07,CFL1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ASTN2_Brain_Cerebellum,Wald ratio,1,-0.027904867,0.009380785,0.002932909,-0.046291206,-0.009518528,0.972480877,0.954763889,0.99052663,0.006458479,ASTN2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PARK7_Thyroid,Wald ratio,1,-0.125002043,0.052288436,0.016819723,-0.227487377,-0.022516708,0.8824951,0.796532476,0.977734901,0.033718783,PARK7
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Heart_Left_Ventricle,Wald ratio,1,0.04229149,0.010256319,3.73E-05,0.022189104,0.062393876,1.043198516,1.022437113,1.064381496,0.000117935,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CASP8_Heart_Atrial_Appendage,Wald ratio,1,-0.131102705,0.019759499,3.25E-11,-0.169831323,-0.092374088,0.877127684,0.843807136,0.911764006,2.44E-10,CASP8
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PCM1_Breast_Mammary_Tissue,Wald ratio,1,-0.110118332,0.031564864,0.000485491,-0.171985466,-0.048251199,0.895728135,0.841991411,0.952894391,0.001250507,PCM1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CDK5RAP3_Esophagus_Gastroesophageal_Junction,Wald ratio,1,0.086089005,0.025950274,0.000908398,0.035226468,0.136951543,1.089903331,1.03585427,1.146772578,0.002092516,CDK5RAP3
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,EFEMP2_Adipose_Visceral_Omentum,Wald ratio,1,0.297168874,0.047363677,3.51E-10,0.204336068,0.390001681,1.346042592,1.226710343,1.476983276,2.49E-09,EFEMP2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CASP8_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,-0.064446473,0.009553242,1.52E-11,-0.083170827,-0.045722119,0.937586299,0.92019394,0.955307387,1.22E-10,CASP8
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,NSUN4_Brain_Cerebellar_Hemisphere,Wald ratio,1,0.049153409,0.012063291,4.61E-05,0.025509359,0.072797459,1.050381476,1.025837507,1.07551268,0.000138106,NSUN4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PCM1_Brain_Cortex,Wald ratio,1,0.031377196,0.007131181,1.08E-05,0.017400081,0.04535431,1.031874649,1.017552344,1.046398544,4.14E-05,PCM1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,EFEMP2_Whole_Blood,Wald ratio,1,0.072658045,0.026190691,0.005533874,0.021324291,0.123991799,1.075362749,1.021553279,1.132006588,0.012030162,EFEMP2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,TESK2_Testis,Wald ratio,1,-0.053620368,0.020521375,0.008977672,-0.093842263,-0.013398472,0.947791851,0.910426358,0.986690888,0.019036189,TESK2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Artery_Aorta,Wald ratio,1,0.07082153,0.013594226,1.89E-07,0.044176848,0.097466212,1.073389641,1.045167174,1.102374194,1.09E-06,STXBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,COX11_Adipose_Subcutaneous,Wald ratio,1,0.074711598,0.015237234,9.43E-07,0.04484662,0.104576577,1.077573332,1.045867432,1.110240409,4.72E-06,COX11
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,TCF25_Whole_Blood,Wald ratio,1,0.11815493,0.049424284,0.016819723,0.021283332,0.215026527,1.125418459,1.021511438,1.239894787,0.033718783,TCF25
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,-0.054356902,0.007858829,4.62E-12,-0.069760207,-0.038953597,0.947094026,0.932617428,0.961795338,5.10E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CASP8_Brain_Cerebellum,Wald ratio,1,0.053150956,0.006477177,2.29E-16,0.040455688,0.065846224,1.05458883,1.041285168,1.068062462,4.05E-15,CASP8
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Ovary,Wald ratio,1,-0.052832889,0.00763723,4.59E-12,-0.067801859,-0.037863919,0.94853851,0.934445607,0.962843957,5.10E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PARK7_Adipose_Visceral_Omentum,Wald ratio,1,-0.099859674,0.041771367,0.016819723,-0.181731554,-0.017987795,0.904964399,0.833825148,0.98217302,0.033718783,PARK7
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Brain_Cortex,Wald ratio,1,0.034938442,0.008628091,5.14E-05,0.018027384,0.051849501,1.03555596,1.018190858,1.053217222,0.000151038,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CDK5RAP3_Brain_Cerebellar_Hemisphere,Wald ratio,1,0.054831858,0.016768966,0.001076078,0.021964684,0.087699032,1.056362981,1.022207684,1.091659518,0.002394415,CDK5RAP3
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Brain_Cortex,Wald ratio,1,-0.036393392,0.015067328,0.015718602,-0.065925354,-0.006861429,0.964260887,0.936200745,0.993162057,0.032508057,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,TESK2_Nerve_Tibial,Wald ratio,1,-0.126044458,0.052588085,0.016537802,-0.229117104,-0.022971811,0.881575653,0.795235402,0.977290032,0.033718783,TESK2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Adipose_Subcutaneous,Wald ratio,1,-0.04990145,0.007214667,4.62E-12,-0.064042198,-0.035760702,0.951323173,0.937965419,0.964871158,5.10E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Liver,Wald ratio,1,-0.052101245,0.012973828,5.92E-05,-0.077529948,-0.026672543,0.949232757,0.92539931,0.973680028,0.000167807,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,P4HA2_Brain_Cerebellar_Hemisphere,Wald ratio,1,0.068825618,0.016042061,1.78E-05,0.037383178,0.100268058,1.071249386,1.038090718,1.105467207,6.71E-05,P4HA2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CDK5RAP3_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,0.104533451,0.031510083,0.000908398,0.042773688,0.166293214,1.11019253,1.043701665,1.180919313,0.002092516,CDK5RAP3
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Brain_Cerebellar_Hemisphere,Wald ratio,1,0.041049492,0.01476164,0.005422147,0.012116678,0.069982306,1.04190367,1.012190382,1.072489205,0.0118175,STXBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,NSUN4_Heart_Atrial_Appendage,Wald ratio,1,-0.095128904,0.021070897,6.34E-06,-0.136427863,-0.053829945,0.90925572,0.872469255,0.947593235,2.64E-05,NSUN4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Nerve_Tibial,Wald ratio,1,-0.042833551,0.006192803,4.62E-12,-0.054971444,-0.030695658,0.958070847,0.946512176,0.96977067,5.10E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PILRB_Colon_Sigmoid,Wald ratio,1,0.038381414,0.009284,3.56E-05,0.020184774,0.056578054,1.039127495,1.020389864,1.058209209,0.000115586,PILRB
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PARK7_Heart_Left_Ventricle,Wald ratio,1,-0.183552133,0.039902638,4.22E-06,-0.261761302,-0.105342963,0.832308484,0.769694726,0.900015797,1.91E-05,PARK7
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Brain_Anterior_cingulate_cortex_BA24,Wald ratio,1,-0.055422165,0.010978192,4.46E-07,-0.076939422,-0.033904908,0.94608566,0.925945944,0.966663423,2.48E-06,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,ATG10_Liver,Wald ratio,1,-0.054659743,0.007966602,6.83E-12,-0.070274283,-0.039045203,0.946807251,0.932138115,0.961707236,6.91E-11,ATG10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,PARK7_Adipose_Subcutaneous,Wald ratio,1,-0.125971838,0.049461335,0.010869236,-0.222916055,-0.029027621,0.881639675,0.800182018,0.971389633,0.022868442,PARK7
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CDK5RAP3_Brain_Cortex,Wald ratio,1,0.075863593,0.023201002,0.001076078,0.03038963,0.121337556,1.078815406,1.030856108,1.129005951,0.002394415,CDK5RAP3
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,SSBP4_Pancreas,Wald ratio,1,0.362671494,0.042156686,7.77E-18,0.280044389,0.4452986,1.437163665,1.323188545,1.560956227,1.69E-16,SSBP4
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Adipose_Visceral_Omentum,Wald ratio,1,-0.058642734,0.014602736,5.92E-05,-0.087264096,-0.030021371,0.943043627,0.916435037,0.970424794,0.000167807,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,CASP8_Colon_Transverse,Wald ratio,1,-0.155686992,0.023187424,1.89E-11,-0.201134344,-0.11023964,0.855827029,0.817802558,0.895619483,1.46E-10,CASP8
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,SREBF1_Artery_Tibial,Wald ratio,1,0.117298697,0.030516734,0.000121168,0.057485898,0.177111496,1.124455251,1.059170334,1.193764185,0.000330106,SREBF1
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,EFEMP2_Cells_Cultured_fibroblasts,Wald ratio,1,0.250764982,0.04627211,5.98E-08,0.160071647,0.341458318,1.285008049,1.173594953,1.406997945,3.82E-07,EFEMP2
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,METTL10_Brain_Hippocampus,Wald ratio,1,-0.038575533,0.016053172,0.016261851,-0.07003975,-0.007111316,0.962159028,0.932356758,0.99291391,0.033468701,METTL10
ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis) || id:ieu-a-1126,STXBP4_Artery_Tibial,Wald ratio,1,0.133676582,0.013684991,1.54E-22,0.106853999,0.160499165,1.143023086,1.112771777,1.174096793,4.68E-21,STXBP4
